序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
394,12005,22.453851,113.74892,636.8,23.0,1.0,0.405
395,11987,22.448127,113.749129,245.4,17.3,2.0,0.446
396,11988,22.445924,113.749262,450.1,20.0,2.0,0.435
397,11992,22.441886,113.749565,662.0,15.0,1.0,0.396
398,11997,22.435948,113.750031,590.3,20.0,1.0,0.405
399,9166,22.432023,113.753898,227.3,20.0,3.0,0.361
400,11042,22.429986,113.754087,582.5,10.0,1.0,0.405
401,11982,22.426018,113.750386,436.5,17.0,1.0,0.411
402,11962,22.422101,113.750667,476.7,23.7,1.0,0.435
403,11955,22.417852,113.751287,499.9,10.0,1.0,0.405
404,11145,22.414056,113.753892,253.5,10.0,1.0,0.405
405,11964,22.412111,113.752605,237.8,10.0,1.0,0.405
406,11141,22.410096,113.753381,221.8,9.0,2.0,0.405
407,10357,22.408129,113.753739,232.1,10.0,2.0,0.405
408,11198,22.406128,113.754381,290.7,9.0,1.0,0.405
409,9272,22.403928,113.75591,194.2,8.0,1.0,0.405
410,10403,22.402221,113.756309,291.4,9.0,1.0,0.405
411,10404,22.399798,113.757389,210.2,10.0,1.0,0.405
412,9156,22.397964,113.757884,227.2,10.0,1.0,0.405
413,9134,22.396035,113.758616,237.5,10.0,1.0,0.405
414,9086,22.394034,113.759421,233.0,10.0,1.0,0.405
415,9706,22.392056,113.760171,272.9,10.0,1.0,0.405
416,11929,22.389807,113.761232,209.0,10.0,1.0,0.405
417,10124,22.388021,113.761868,202.7,11.0,1.0,0.405
418,11912,22.386352,113.76266,293.4,10.0,1.0,0.405
419,9982,22.383913,113.763748,226.9,10.0,1.0,0.405
420,8988,22.381994,113.764498,238.7,29.0,1.0,0.405
421,10324,22.37997,113.76527,226.1,30.0,1.0,0.405
422,9314,22.378049,113.765992,193.1,19.5,1.0,0.363
423,11903,22.376422,113.766647,286.6,25.0,1.0,0.424
424,10554,22.373982,113.767546,214.9,20.0,1.0,0.361
425,9355,22.372145,113.768196,472.9,37.5,1.0,0.311
426,10759,22.368101,113.769618,198.0,30.0,1.0,0.405
427,9810,22.366371,113.770073,299.8,10.0,1.0,0.405
428,11883,22.364088,113.771624,254.3,20.0,1.0,0.361
429,10903,22.361861,113.772186,162.1,45.0,1.0,0.0
430,10025,22.360432,113.77188,553.8,21.0,1.0,0.405
431,10261,22.356008,113.774355,667.6,23.0,1.0,0.439
432,11061,22.350123,113.77564,558.1,19.5,1.0,0.363
433,11850,22.345661,113.778124,159.3,8.0,1.0,0.405
434,10617,22.344254,113.777835,557.2,10.0,1.0,0.405
435,9648,22.339786,113.780288,179.9,10.0,1.0,0.405
436,11838,22.338239,113.779773,252.9,10.0,1.0,0.405
437,11840,22.336039,113.780392,303.4,9.0,1.0,0.405
438,10198,22.334045,113.782407,198.0,21.0,1.0,0.405
439,11823,22.332292,113.782068,323.7,19.0,1.0,0.405
440,11819,22.330019,113.784033,199.5,10.0,1.0,0.405
441,10738,22.328225,113.784077,285.7,13.0,1.0,0.405
442,11801,22.326067,113.785585,275.1,19.0,2.0,0.355
443,11798,22.323696,113.786349,655.0,20.0,2.0,0.361
444,10654,22.31801,113.788012,689.6,20.0,2.0,0.361
