序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
353,1938,23.087603,112.115956,217.5,30.5,17.0,0.463
354,2584,23.087327,112.118061,207.9,28.0,15.0,0.52
355,2418,23.08714,112.120083,196.7,34.4,0.0,0.564
356,1213,23.086538,112.121892,208.3,19.3,36.0,0.699
357,1872,23.086675,112.123922,196.0,28.6,23.0,0.653
358,3041,23.086845,112.12583,229.3,63.7,2.0,0.0
359,765,23.087374,112.127996,200.6,27.6,45.0,0.604
360,914,23.087574,112.129945,207.8,59.5,31.0,0.358
361,1318,23.088081,112.1319,212.4,59.0,19.0,0.0
362,1616,23.087935,112.13397,198.6,55.2,17.0,0.0
363,2150,23.087473,112.135846,265.5,73.8,3.0,0.0
364,956,23.086074,112.137949,150.8,21.6,27.0,0.707
365,3642,23.0848,112.138454,163.8,30.7,36.0,0.783
366,1546,23.084386,112.13999,222.5,28.6,46.0,0.835
367,1218,23.083766,112.142058,197.3,21.8,38.0,0.488
368,1295,23.084241,112.143917,173.1,20.4,30.0,0.509
369,2637,23.082737,112.144354,184.6,26.7,43.0,0.818
370,1343,23.082126,112.146032,207.6,25.1,46.0,0.799
371,1353,23.081563,112.147966,253.0,29.9,10.0,0.748
372,1676,23.080552,112.150182,199.1,28.4,45.0,0.816
373,1403,23.079913,112.152001,203.7,27.2,44.0,0.801
374,1581,23.079471,112.153933,425.3,118.1,1.0,0.0
375,1809,23.080213,112.158011,202.9,56.4,17.0,0.0
376,1931,23.07978,112.159938,201.4,55.9,15.0,0.0
377,2694,23.079575,112.161894,394.8,30.0,1.0,0.405
378,3660,23.079313,112.165743,233.8,30.0,10.0,0.405
379,3972,23.079273,112.168029,399.8,31.0,1.0,0.405
380,3661,23.079297,112.171937,206.8,28.0,11.0,0.405
381,3304,23.079452,112.173951,213.0,60.0,12.0,0.405
382,3098,23.079693,112.176016,208.8,30.0,12.0,0.405
383,2798,23.079977,112.178034,291.1,29.0,1.0,0.405
384,6881,23.081443,112.180392,190.6,61.0,4.0,0.405
385,4067,23.0814,112.182255,195.1,30.0,11.0,0.405
386,2558,23.081755,112.184123,193.4,29.0,14.0,0.405
387,2818,23.082385,112.185885,164.4,33.0,6.0,0.405
388,5850,23.082739,112.187445,132.8,28.0,5.0,0.405
389,2512,23.083768,112.188102,180.6,61.0,13.0,0.405
390,3161,23.084491,112.189684,160.1,29.0,3.0,0.405
